,id,name,_OS_CREATED_AT,OS_MERCHANT,OS_HANDLE,INFLUENCER_HANDLE,CODE
8,190,"Toys, Children & Baby",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,athomewithastra,1662645713
9,1708,"Friends, Family & Relationships",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,athomewithastra,1662645713
10,58,Business & Careers,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,athomewithastra,1662645713
0,25,Electronics & Computers,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,athomewithastra,1662974799
1,1560,"Home Decor, Furniture & Garden",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,athomewithastra,1662974799
2,13,"Clothes, Shoes, Handbags & Accessories",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,athomewithastra,1662974799
3,80,Beauty & Cosmetics,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,athomewithastra,1662974799
4,7,Shopping & Retail,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,athomewithastra,1662974799
5,139,"Restaurants, Food & Grocery",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,athomewithastra,1662974799
6,36,Art & Design,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,athomewithastra,1662974799
7,43,"Travel, Tourism & Aviation",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,athomewithastra,1662974799
8,190,"Toys, Children & Baby",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,athomewithastra,1662974799
9,1708,"Friends, Family & Relationships",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,athomewithastra,1662974799
10,58,Business & Careers,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,athomewithastra,1662974799
0,1826,Cars & Motorbikes,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1664431557
1,13,"Clothes, Shoes, Handbags & Accessories",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1664431557
2,1,Television & Film,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1664431557
3,3,Music,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1664431557
4,139,"Restaurants, Food & Grocery",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1664431557
5,1708,"Friends, Family & Relationships",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1664431557
6,190,"Toys, Children & Baby",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1664431557
7,33,Activewear,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1664431557
8,196,Fitness & Yoga,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1664431557
9,25,Electronics & Computers,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1664431557
10,1500,Luxury Goods,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1664431557
11,673,Pets,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1664431557
12,798,Healthy Lifestyle,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1664431557
13,291,Wedding,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1664431557
0,1826,Cars & Motorbikes,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662645401
1,13,"Clothes, Shoes, Handbags & Accessories",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662645401
2,1,Television & Film,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662645401
3,3,Music,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662645401
4,139,"Restaurants, Food & Grocery",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662645401
5,1708,"Friends, Family & Relationships",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662645401
6,190,"Toys, Children & Baby",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662645401
7,33,Activewear,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662645401
8,196,Fitness & Yoga,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662645401
9,25,Electronics & Computers,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662645401
10,1500,Luxury Goods,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662645401
11,673,Pets,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662645401
12,798,Healthy Lifestyle,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662645401
13,291,Wedding,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662645401
0,1826,Cars & Motorbikes,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662974773
1,13,"Clothes, Shoes, Handbags & Accessories",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662974773
2,1,Television & Film,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662974773
3,3,Music,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662974773
4,139,"Restaurants, Food & Grocery",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662974773
5,1708,"Friends, Family & Relationships",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662974773
6,190,"Toys, Children & Baby",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662974773
7,33,Activewear,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662974773
8,196,Fitness & Yoga,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662974773
9,25,Electronics & Computers,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662974773
10,1500,Luxury Goods,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662974773
11,673,Pets,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662974773
12,798,Healthy Lifestyle,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662974773
13,291,Wedding,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662974773
0,25,Electronics & Computers,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1662645498
1,80,Beauty & Cosmetics,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1662645498
2,13,"Clothes, Shoes, Handbags & Accessories",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1662645498
3,1,Television & Film,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1662645498
4,7,Shopping & Retail,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1662645498
5,30,Gaming,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1662645498
6,36,Art & Design,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1662645498
7,1826,Cars & Motorbikes,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1662645498
8,190,"Toys, Children & Baby",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1662645498
9,1708,"Friends, Family & Relationships",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1662645498
10,196,Fitness & Yoga,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1662645498
11,139,"Restaurants, Food & Grocery",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1662645498
12,21,Sports,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1662645498
13,100,Healthcare & Medicine,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1662645498
14,798,Healthy Lifestyle,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1662645498
15,1560,"Home Decor, Furniture & Garden",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1662645498
16,130,Jewellery & Watches,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1662645498
17,11,Camera & Photography,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1662645498
18,43,"Travel, Tourism & Aviation",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1662645498
19,1500,Luxury Goods,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1662645498
0,25,Electronics & Computers,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1662974744
1,80,Beauty & Cosmetics,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1662974744
2,13,"Clothes, Shoes, Handbags & Accessories",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1662974744
3,1,Television & Film,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1662974744
4,7,Shopping & Retail,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1662974744
5,30,Gaming,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1662974744
6,36,Art & Design,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1662974744
7,1826,Cars & Motorbikes,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1662974744
8,190,"Toys, Children & Baby",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1662974744
9,1708,"Friends, Family & Relationships",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1662974744
10,196,Fitness & Yoga,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1662974744
11,139,"Restaurants, Food & Grocery",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1662974744
12,21,Sports,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1662974744
13,100,Healthcare & Medicine,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1662974744
14,798,Healthy Lifestyle,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1662974744
15,1560,"Home Decor, Furniture & Garden",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1662974744
16,130,Jewellery & Watches,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1662974744
17,11,Camera & Photography,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1662974744
18,43,"Travel, Tourism & Aviation",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1662974744
19,1500,Luxury Goods,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1662974744
0,25,Electronics & Computers,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1664431478
1,80,Beauty & Cosmetics,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1664431478
2,13,"Clothes, Shoes, Handbags & Accessories",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1664431478
3,1,Television & Film,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1664431478
4,7,Shopping & Retail,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1664431478
5,30,Gaming,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1664431478
6,36,Art & Design,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1664431478
7,1826,Cars & Motorbikes,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1664431478
8,190,"Toys, Children & Baby",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1664431478
9,1708,"Friends, Family & Relationships",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1664431478
10,196,Fitness & Yoga,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1664431478
11,139,"Restaurants, Food & Grocery",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1664431478
12,21,Sports,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1664431478
13,100,Healthcare & Medicine,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1664431478
14,798,Healthy Lifestyle,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1664431478
15,1560,"Home Decor, Furniture & Garden",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1664431478
16,130,Jewellery & Watches,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1664431478
17,11,Camera & Photography,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1664431478
18,43,"Travel, Tourism & Aviation",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1664431478
19,1500,Luxury Goods,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1664431478
0,25,Electronics & Computers,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,mypixiedustedlife_,1662975016
1,130,Jewellery & Watches,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,mypixiedustedlife_,1662975016
2,13,"Clothes, Shoes, Handbags & Accessories",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,mypixiedustedlife_,1662975016
3,1,Television & Film,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,mypixiedustedlife_,1662975016
4,9,"Coffee, Tea & Beverages",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,mypixiedustedlife_,1662975016
5,7,Shopping & Retail,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,mypixiedustedlife_,1662975016
6,3,Music,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,mypixiedustedlife_,1662975016
7,190,"Toys, Children & Baby",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,mypixiedustedlife_,1662975016
8,33,Activewear,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,mypixiedustedlife_,1662975016
9,43,"Travel, Tourism & Aviation",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,mypixiedustedlife_,1662975016
10,11,Camera & Photography,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,mypixiedustedlife_,1662975016
0,25,Electronics & Computers,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,mypixiedustedlife_,1662645515
1,130,Jewellery & Watches,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,mypixiedustedlife_,1662645515
2,13,"Clothes, Shoes, Handbags & Accessories",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,mypixiedustedlife_,1662645515
3,1,Television & Film,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,mypixiedustedlife_,1662645515
4,9,"Coffee, Tea & Beverages",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,mypixiedustedlife_,1662645515
5,7,Shopping & Retail,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,mypixiedustedlife_,1662645515
6,3,Music,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,mypixiedustedlife_,1662645515
7,190,"Toys, Children & Baby",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,mypixiedustedlife_,1662645515
8,33,Activewear,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,mypixiedustedlife_,1662645515
9,43,"Travel, Tourism & Aviation",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,mypixiedustedlife_,1662645515
10,11,Camera & Photography,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,mypixiedustedlife_,1662645515
0,25,Electronics & Computers,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,mypixiedustedlife_,1664431791
1,130,Jewellery & Watches,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,mypixiedustedlife_,1664431791
2,13,"Clothes, Shoes, Handbags & Accessories",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,mypixiedustedlife_,1664431791
3,1,Television & Film,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,mypixiedustedlife_,1664431791
4,9,"Coffee, Tea & Beverages",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,mypixiedustedlife_,1664431791
5,7,Shopping & Retail,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,mypixiedustedlife_,1664431791
6,3,Music,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,mypixiedustedlife_,1664431791
7,190,"Toys, Children & Baby",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,mypixiedustedlife_,1664431791
8,33,Activewear,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,mypixiedustedlife_,1664431791
9,43,"Travel, Tourism & Aviation",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,mypixiedustedlife_,1664431791
10,11,Camera & Photography,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,mypixiedustedlife_,1664431791
0,25,Electronics & Computers,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,proasyavlade,1664431907
1,13,"Clothes, Shoes, Handbags & Accessories",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,proasyavlade,1664431907
2,196,Fitness & Yoga,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,proasyavlade,1664431907
3,36,Art & Design,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,proasyavlade,1664431907
4,11,Camera & Photography,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,proasyavlade,1664431907
5,43,"Travel, Tourism & Aviation",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,proasyavlade,1664431907
0,25,Electronics & Computers,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,proasyavlade,1662974748
1,13,"Clothes, Shoes, Handbags & Accessories",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,proasyavlade,1662974748
2,196,Fitness & Yoga,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,proasyavlade,1662974748
3,36,Art & Design,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,proasyavlade,1662974748
4,11,Camera & Photography,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,proasyavlade,1662974748
5,43,"Travel, Tourism & Aviation",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,proasyavlade,1662974748
0,25,Electronics & Computers,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,proasyavlade,1662645548
1,13,"Clothes, Shoes, Handbags & Accessories",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,proasyavlade,1662645548
2,196,Fitness & Yoga,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,proasyavlade,1662645548
3,36,Art & Design,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,proasyavlade,1662645548
4,11,Camera & Photography,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,proasyavlade,1662645548
5,43,"Travel, Tourism & Aviation",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,proasyavlade,1662645548
0,25,Electronics & Computers,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,thedressybostonian,1662646154
1,1560,"Home Decor, Furniture & Garden",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,thedressybostonian,1662646154
2,13,"Clothes, Shoes, Handbags & Accessories",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,thedressybostonian,1662646154
3,80,Beauty & Cosmetics,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,thedressybostonian,1662646154
4,33,Activewear,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,thedressybostonian,1662646154
5,7,Shopping & Retail,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,thedressybostonian,1662646154
6,43,"Travel, Tourism & Aviation",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,thedressybostonian,1662646154
7,11,Camera & Photography,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,thedressybostonian,1662646154
8,190,"Toys, Children & Baby",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,thedressybostonian,1662646154
9,673,Pets,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,thedressybostonian,1662646154
10,139,"Restaurants, Food & Grocery",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,thedressybostonian,1662646154
11,9,"Coffee, Tea & Beverages",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,thedressybostonian,1662646154
12,798,Healthy Lifestyle,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,thedressybostonian,1662646154
13,1708,"Friends, Family & Relationships",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,thedressybostonian,1662646154
14,1500,Luxury Goods,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,thedressybostonian,1662646154
15,21,Sports,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,thedressybostonian,1662646154
16,19,"Beer, Wine & Spirits",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,thedressybostonian,1662646154
0,25,Electronics & Computers,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,thedressybostonian,1664431912
1,1560,"Home Decor, Furniture & Garden",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,thedressybostonian,1664431912
2,13,"Clothes, Shoes, Handbags & Accessories",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,thedressybostonian,1664431912
3,80,Beauty & Cosmetics,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,thedressybostonian,1664431912
4,33,Activewear,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,thedressybostonian,1664431912
5,7,Shopping & Retail,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,thedressybostonian,1664431912
6,43,"Travel, Tourism & Aviation",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,thedressybostonian,1664431912
7,11,Camera & Photography,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,thedressybostonian,1664431912
8,190,"Toys, Children & Baby",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,thedressybostonian,1664431912
9,673,Pets,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,thedressybostonian,1664431912
10,139,"Restaurants, Food & Grocery",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,thedressybostonian,1664431912
11,9,"Coffee, Tea & Beverages",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,thedressybostonian,1664431912
12,798,Healthy Lifestyle,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,thedressybostonian,1664431912
13,1708,"Friends, Family & Relationships",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,thedressybostonian,1664431912
14,1500,Luxury Goods,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,thedressybostonian,1664431912
15,21,Sports,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,thedressybostonian,1664431912
16,19,"Beer, Wine & Spirits",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,thedressybostonian,1664431912
0,25,Electronics & Computers,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,thedressybostonian,1662974740
1,1560,"Home Decor, Furniture & Garden",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,thedressybostonian,1662974740
2,13,"Clothes, Shoes, Handbags & Accessories",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,thedressybostonian,1662974740
